"","ExcelID","family","species","ReptileElevation","year","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","basisOfRecord","locality"
"846",443215,"Cheloniidae","Caretta caretta",0,2012,36.26479,-75.48228,1000,"HUMAN_OBSERVATION",""
"847",442430,"Cheloniidae","Caretta caretta",0,2009,36.28906,-75.19988,1000,"HUMAN_OBSERVATION",""
"848",441960,"Cheloniidae","Caretta caretta",0,2009,36.31252,-75.2019,1000,"HUMAN_OBSERVATION",""
"849",443214,"Cheloniidae","Caretta caretta",0,2009,36.31801,-75.5862,1000,"HUMAN_OBSERVATION",""
"850",76833,"Cheloniidae","Caretta caretta",0,2013,36.32,-75.783,NA,"HUMAN_OBSERVATION","14"
"851",441961,"Cheloniidae","Caretta caretta",0,2009,36.33319,-75.20386,1000,"HUMAN_OBSERVATION",""
"852",442647,"Cheloniidae","Caretta caretta",0,2009,36.34962,-75.20544,1000,"HUMAN_OBSERVATION",""
"853",443186,"Cheloniidae","Caretta caretta",0,2012,36.36185,-75.37548,1000,"HUMAN_OBSERVATION",""
"854",441669,"Cheloniidae","Caretta caretta",0,NA,36.4328,-75.6519,1000,"HUMAN_OBSERVATION",""
"855",441668,"Cheloniidae","Caretta caretta",0,NA,36.4362,-75.3552,1000,"HUMAN_OBSERVATION",""
"856",441683,"Cheloniidae","Caretta caretta",0,2012,36.47325,-75.27716,1000,"HUMAN_OBSERVATION",""
"857",441962,"Cheloniidae","Caretta caretta",0,2009,36.47572,-75.21838,1000,"HUMAN_OBSERVATION",""
"858",441667,"Cheloniidae","Caretta caretta",0,2012,36.51387,-75.24626,1000,"HUMAN_OBSERVATION",""
"859",441684,"Cheloniidae","Caretta caretta",0,NA,36.5177,-75.4914,1000,"HUMAN_OBSERVATION",""
"860",443471,"Cheloniidae","Caretta caretta",0,NA,36.5182,-75.2167,1000,"HUMAN_OBSERVATION",""
"861",441685,"Cheloniidae","Caretta caretta",0,2012,36.5294,-75.23458,1000,"HUMAN_OBSERVATION",""
"862",441963,"Cheloniidae","Caretta caretta",0,2012,36.54842,-75.43816,1000,"HUMAN_OBSERVATION",""
"863",442651,"Cheloniidae","Caretta caretta",0,2012,36.54849,-75.23628,1000,"HUMAN_OBSERVATION",""
"864",442650,"Cheloniidae","Caretta caretta",0,NA,36.6018,-75.3545,1000,"HUMAN_OBSERVATION",""
"865",441965,"Cheloniidae","Caretta caretta",0,NA,36.6812,-75.5955,1000,"HUMAN_OBSERVATION",""
"866",443473,"Cheloniidae","Caretta caretta",0,NA,36.6833,-75.3616,1000,"HUMAN_OBSERVATION",""
"867",443474,"Cheloniidae","Caretta caretta",0,NA,36.6835,-75.6193,1000,"HUMAN_OBSERVATION",""
"868",443463,"Cheloniidae","Caretta caretta",0,NA,36.6845,-75.0209,1000,"HUMAN_OBSERVATION",""
"869",76832,"Cheloniidae","Caretta caretta",0,2013,36.709,-75.882,NA,"HUMAN_OBSERVATION","13"
"870",441671,"Cheloniidae","Caretta caretta",0,2013,36.71223,-74.96381,1000,"HUMAN_OBSERVATION",""
"871",442189,"Cheloniidae","Caretta caretta",0,1999,36.7188,-75.5978,1000,"HUMAN_OBSERVATION",""
"872",442898,"Cheloniidae","Caretta caretta",0,2012,36.71985,-75.0185,1000,"HUMAN_OBSERVATION",""
"873",441665,"Cheloniidae","Caretta caretta",0,2012,36.72091,-75.02451,1000,"HUMAN_OBSERVATION",""
"874",442188,"Cheloniidae","Caretta caretta",0,1999,36.7225,-75.6092,1000,"HUMAN_OBSERVATION",""
"875",442424,"Cheloniidae","Caretta caretta",0,2013,36.72948,-74.97777,1000,"HUMAN_OBSERVATION",""
"876",442428,"Cheloniidae","Caretta caretta",0,2013,36.7356,-74.98521,1000,"HUMAN_OBSERVATION",""
"877",442426,"Cheloniidae","Caretta caretta",0,2013,36.73729,-75.13561,1000,"HUMAN_OBSERVATION",""
"878",442903,"Cheloniidae","Caretta caretta",0,2012,36.73791,-75.14267,1000,"HUMAN_OBSERVATION",""
"879",442427,"Cheloniidae","Caretta caretta",0,2013,36.7392,-75.15006,1000,"HUMAN_OBSERVATION",""
"880",441673,"Cheloniidae","Caretta caretta",0,2012,36.74503,-74.98571,1000,"HUMAN_OBSERVATION",""
"881",441954,"Cheloniidae","Caretta caretta",0,2013,36.74753,-75.22919,1000,"HUMAN_OBSERVATION",""
"882",443460,"Cheloniidae","Caretta caretta",0,2012,36.7491,-75.21163,1000,"HUMAN_OBSERVATION",""
"883",443458,"Cheloniidae","Caretta caretta",0,2012,36.7505,-75.22606,1000,"HUMAN_OBSERVATION",""
"884",443459,"Cheloniidae","Caretta caretta",0,2012,36.75087,-75.22906,1000,"HUMAN_OBSERVATION",""
"885",442914,"Cheloniidae","Caretta caretta",0,1999,36.755,-75.6763,1000,"HUMAN_OBSERVATION",""
"886",441675,"Cheloniidae","Caretta caretta",0,2013,36.75675,-75.0107,1000,"HUMAN_OBSERVATION",""
"887",442899,"Cheloniidae","Caretta caretta",0,2012,36.75686,-75.27703,1000,"HUMAN_OBSERVATION",""
"888",442912,"Cheloniidae","Caretta caretta",0,1999,36.7685,-75.7127,1000,"HUMAN_OBSERVATION",""
"889",442910,"Cheloniidae","Caretta caretta",0,NA,36.769,-75.2392,1000,"HUMAN_OBSERVATION",""
"890",442918,"Cheloniidae","Caretta caretta",0,NA,36.769,-75.351,1000,"HUMAN_OBSERVATION",""
"891",442917,"Cheloniidae","Caretta caretta",0,2012,36.772,-75.38007,1000,"HUMAN_OBSERVATION",""
"892",441687,"Cheloniidae","Caretta caretta",0,2013,36.77399,-75.38901,1000,"HUMAN_OBSERVATION",""
"893",442915,"Cheloniidae","Caretta caretta",0,2012,36.77745,-75.41372,1000,"HUMAN_OBSERVATION",""
"894",441686,"Cheloniidae","Caretta caretta",0,2012,36.78011,-75.43244,1000,"HUMAN_OBSERVATION",""
"895",442916,"Cheloniidae","Caretta caretta",0,2012,36.78181,-75.44567,1000,"HUMAN_OBSERVATION",""
"896",442911,"Cheloniidae","Caretta caretta",0,1999,36.7875,-75.772,1000,"HUMAN_OBSERVATION",""
"897",442431,"Cheloniidae","Caretta caretta",0,2013,36.79066,-75.05084,1000,"HUMAN_OBSERVATION",""
"898",76825,"Cheloniidae","Caretta caretta",0,2012,36.794628,-75.819023,NA,"HUMAN_OBSERVATION","13"
"899",442900,"Cheloniidae","Caretta caretta",0,1999,36.795,-75.7998,1000,"HUMAN_OBSERVATION",""
"900",442192,"Cheloniidae","Caretta caretta",0,2013,36.79544,-75.05261,1000,"HUMAN_OBSERVATION",""
"901",442191,"Cheloniidae","Caretta caretta",0,2013,36.80011,-75.05868,1000,"HUMAN_OBSERVATION",""
"902",442922,"Cheloniidae","Caretta caretta",0,1999,36.8017,-75.8263,1000,"HUMAN_OBSERVATION",""
"903",442182,"Cheloniidae","Caretta caretta",0,2013,36.81969,-75.08506,1000,"HUMAN_OBSERVATION",""
"904",442872,"Cheloniidae","Caretta caretta",0,2013,36.83346,-75.16617,1000,"HUMAN_OBSERVATION",""
"905",443428,"Cheloniidae","Caretta caretta",0,2012,36.83507,-75.16356,1000,"HUMAN_OBSERVATION",""
"906",443178,"Cheloniidae","Caretta caretta",0,2013,36.8375,-75.19334,1000,"HUMAN_OBSERVATION",""
"907",443440,"Cheloniidae","Caretta caretta",0,2012,36.83793,-75.20199,1000,"HUMAN_OBSERVATION",""
"908",442885,"Cheloniidae","Caretta caretta",0,2013,36.83859,-75.19526,1000,"HUMAN_OBSERVATION",""
"909",442919,"Cheloniidae","Caretta caretta",0,2013,36.8456,-75.24647,1000,"HUMAN_OBSERVATION",""
"910",442920,"Cheloniidae","Caretta caretta",0,2012,36.84571,-75.2472,1000,"HUMAN_OBSERVATION",""
"911",442905,"Cheloniidae","Caretta caretta",0,2013,36.85108,-75.28693,1000,"HUMAN_OBSERVATION",""
"912",442906,"Cheloniidae","Caretta caretta",0,2013,36.85447,-75.31177,1000,"HUMAN_OBSERVATION",""
"913",442909,"Cheloniidae","Caretta caretta",0,2013,36.85915,-75.3447,1000,"HUMAN_OBSERVATION",""
"914",442907,"Cheloniidae","Caretta caretta",0,2013,36.85951,-75.34771,1000,"HUMAN_OBSERVATION",""
"915",443423,"Cheloniidae","Caretta caretta",0,1999,36.8613,-75.7547,1000,"HUMAN_OBSERVATION",""
"916",442908,"Cheloniidae","Caretta caretta",0,2012,36.86398,-75.37546,1000,"HUMAN_OBSERVATION",""
"917",443444,"Cheloniidae","Caretta caretta",0,2012,36.86812,-75.40637,1000,"HUMAN_OBSERVATION",""
"918",442702,"Cheloniidae","Caretta caretta",0,2012,36.87271,-75.4344,1000,"HUMAN_OBSERVATION",""
"919",443153,"Cheloniidae","Caretta caretta",0,2013,36.87913,-75.48176,1000,"HUMAN_OBSERVATION",""
"920",441926,"Cheloniidae","Caretta caretta",0,2012,36.88019,-75.48909,1000,"HUMAN_OBSERVATION",""
"921",443424,"Cheloniidae","Caretta caretta",0,1999,36.8805,-75.6998,1000,"HUMAN_OBSERVATION",""
"922",442864,"Cheloniidae","Caretta caretta",0,2012,36.8806,-75.48868,1000,"HUMAN_OBSERVATION",""
"923",442860,"Cheloniidae","Caretta caretta",0,2012,36.89344,-75.57414,1000,"HUMAN_OBSERVATION",""
"924",443131,"Cheloniidae","Caretta caretta",0,2013,36.897,-75.60594,1000,"HUMAN_OBSERVATION",""
"925",442855,"Cheloniidae","Caretta caretta",0,2012,36.8994,-75.61882,1000,"HUMAN_OBSERVATION",""
"926",443455,"Cheloniidae","Caretta caretta",0,1999,36.9318,-75.5253,1000,"HUMAN_OBSERVATION",""
"927",442152,"Cheloniidae","Caretta caretta",0,NA,36.9328,-75.3181,1000,"HUMAN_OBSERVATION",""
"928",442153,"Cheloniidae","Caretta caretta",0,NA,36.9328,-75.3313,1000,"HUMAN_OBSERVATION",""
"929",441924,"Cheloniidae","Caretta caretta",0,NA,36.9337,-75.7477,1000,"HUMAN_OBSERVATION",""
"930",443441,"Cheloniidae","Caretta caretta",0,2012,36.93997,-75.24803,1000,"HUMAN_OBSERVATION",""
"931",441944,"Cheloniidae","Caretta caretta",0,2013,36.94433,-75.22063,1000,"HUMAN_OBSERVATION",""
"932",442627,"Cheloniidae","Caretta caretta",0,2009,36.95216,-75.18559,1000,"HUMAN_OBSERVATION",""
"933",443176,"Cheloniidae","Caretta caretta",0,2012,36.95462,-75.22597,1000,"HUMAN_OBSERVATION",""
"934",443445,"Cheloniidae","Caretta caretta",0,2013,36.96236,-75.4199,1000,"HUMAN_OBSERVATION",""
"935",442896,"Cheloniidae","Caretta caretta",0,2013,36.97772,-75.52389,1000,"HUMAN_OBSERVATION",""
"936",443133,"Cheloniidae","Caretta caretta",0,2012,36.97807,-75.55767,1000,"HUMAN_OBSERVATION",""
"937",442897,"Cheloniidae","Caretta caretta",0,2012,36.97918,-75.53739,1000,"HUMAN_OBSERVATION",""
"938",653891,"Cheloniidae","Caretta caretta",0,2012,36.98,-76.169487,NA,"HUMAN_OBSERVATION","5"
"939",443130,"Cheloniidae","Caretta caretta",0,2012,36.98061,-75.57803,1000,"HUMAN_OBSERVATION",""
"940",443388,"Cheloniidae","Caretta caretta",0,2012,36.98714,-75.59238,1000,"HUMAN_OBSERVATION",""
"941",442854,"Cheloniidae","Caretta caretta",0,2013,36.99426,-75.64622,1000,"HUMAN_OBSERVATION",""
"942",442599,"Cheloniidae","Caretta caretta",0,1999,36.9955,-75.6495,1000,"HUMAN_OBSERVATION",""
"943",443421,"Cheloniidae","Caretta caretta",0,2012,36.99656,-75.6582,1000,"HUMAN_OBSERVATION",""
"944",442592,"Cheloniidae","Caretta caretta",0,1999,36.9972,-75.6422,1000,"HUMAN_OBSERVATION",""
"945",441934,"Cheloniidae","Caretta caretta",0,2013,36.99743,-75.26054,1000,"HUMAN_OBSERVATION",""
"946",441635,"Cheloniidae","Caretta caretta",0,1999,36.9998,-75.6945,1000,"HUMAN_OBSERVATION",""
"947",442591,"Cheloniidae","Caretta caretta",0,1999,37.001,-75.6242,1000,"HUMAN_OBSERVATION",""
"948",441634,"Cheloniidae","Caretta caretta",0,1999,37.0058,-75.711,1000,"HUMAN_OBSERVATION",""
"949",442589,"Cheloniidae","Caretta caretta",0,1999,37.0078,-75.5947,1000,"HUMAN_OBSERVATION",""
"950",442499,"Cheloniidae","Caretta caretta",0,1999,37.0092,-75.5902,1000,"HUMAN_OBSERVATION",""
"951",442596,"Cheloniidae","Caretta caretta",0,1999,37.0122,-75.5813,1000,"HUMAN_OBSERVATION",""
"952",442173,"Cheloniidae","Caretta caretta",0,2009,37.01369,-75.20708,1000,"HUMAN_OBSERVATION",""
"953",653890,"Cheloniidae","Caretta caretta",0,2013,37.014433,-75.984333,NA,"HUMAN_OBSERVATION","5"
"954",442858,"Cheloniidae","Caretta caretta",0,NA,37.0168,-75.8483,1000,"HUMAN_OBSERVATION",""
"955",442600,"Cheloniidae","Caretta caretta",0,1999,37.0203,-75.56,1000,"HUMAN_OBSERVATION",""
"956",442602,"Cheloniidae","Caretta caretta",0,1999,37.0223,-75.5542,1000,"HUMAN_OBSERVATION",""
"957",653888,"Cheloniidae","Caretta caretta",0,2007,37.022833,-76.226,NA,"HUMAN_OBSERVATION","5"
"958",442601,"Cheloniidae","Caretta caretta",0,1999,37.0242,-75.5503,1000,"HUMAN_OBSERVATION",""
"959",653889,"Cheloniidae","Caretta caretta",0,2013,37.031083,-76.216817,NA,"HUMAN_OBSERVATION","5"
"960",442640,"Cheloniidae","Caretta caretta",0,1999,37.034,-75.5258,1000,"HUMAN_OBSERVATION",""
"961",76824,"Cheloniidae","Caretta caretta",0,2012,37.037983,-75.9534,NA,"HUMAN_OBSERVATION","13"
"962",443149,"Cheloniidae","Caretta caretta",0,2013,37.0399,-75.32064,1000,"HUMAN_OBSERVATION",""
"963",442611,"Cheloniidae","Caretta caretta",0,2012,37.04092,-75.32873,1000,"HUMAN_OBSERVATION",""
"964",443431,"Cheloniidae","Caretta caretta",0,2012,37.04366,-75.34671,1000,"HUMAN_OBSERVATION",""
"965",443152,"Cheloniidae","Caretta caretta",0,2013,37.04569,-75.36265,1000,"HUMAN_OBSERVATION",""
"966",442632,"Cheloniidae","Caretta caretta",0,2012,37.04889,-75.40415,1000,"HUMAN_OBSERVATION",""
"967",442616,"Cheloniidae","Caretta caretta",0,1999,37.0502,-75.4833,1000,"HUMAN_OBSERVATION",""
"968",442614,"Cheloniidae","Caretta caretta",0,2012,37.05726,-75.47048,1000,"HUMAN_OBSERVATION",""
"969",442613,"Cheloniidae","Caretta caretta",0,2012,37.05767,-75.47311,1000,"HUMAN_OBSERVATION",""
"970",442615,"Cheloniidae","Caretta caretta",0,1999,37.058,-75.4493,1000,"HUMAN_OBSERVATION",""
"971",442633,"Cheloniidae","Caretta caretta",0,1999,37.0698,-75.3918,1000,"HUMAN_OBSERVATION",""
"972",443144,"Cheloniidae","Caretta caretta",0,1999,37.0733,-75.0775,1000,"HUMAN_OBSERVATION",""
"973",442979,"Cheloniidae","Caretta caretta",0,1999,37.0758,-75.0712,1000,"HUMAN_OBSERVATION",""
"974",442639,"Cheloniidae","Caretta caretta",0,2010,37.07972,-75.52407,1000,"HUMAN_OBSERVATION",""
"975",442612,"Cheloniidae","Caretta caretta",0,1999,37.0887,-75.2983,1000,"HUMAN_OBSERVATION",""
"976",76819,"Cheloniidae","Caretta caretta",0,2011,37.097417,-75.706917,NA,"HUMAN_OBSERVATION","13"
"977",442414,"Cheloniidae","Caretta caretta",0,NA,37.0993,-75.2549,1000,"HUMAN_OBSERVATION",""
"978",441935,"Cheloniidae","Caretta caretta",0,NA,37.1,-75.3487,1000,"HUMAN_OBSERVATION",""
"979",442423,"Cheloniidae","Caretta caretta",0,NA,37.1,-75.5309,1000,"HUMAN_OBSERVATION",""
"980",442436,"Cheloniidae","Caretta caretta",0,NA,37.1,-75.8401,1000,"HUMAN_OBSERVATION",""
"981",441925,"Cheloniidae","Caretta caretta",0,NA,37.101,-75.4996,1000,"HUMAN_OBSERVATION",""
"982",442626,"Cheloniidae","Caretta caretta",0,1999,37.1022,-75.2435,1000,"HUMAN_OBSERVATION",""
"983",442871,"Cheloniidae","Caretta caretta",0,2009,37.12103,-75.10287,1000,"HUMAN_OBSERVATION",""
"984",441642,"Cheloniidae","Caretta caretta",0,NA,37.1823,-75.4551,1000,"HUMAN_OBSERVATION",""
"985",442178,"Cheloniidae","Caretta caretta",0,NA,37.184,-76.0598,1000,"HUMAN_OBSERVATION",""
"986",441920,"Cheloniidae","Caretta caretta",0,NA,37.1841,-75.7412,1000,"HUMAN_OBSERVATION",""
"987",593667,"Cheloniidae","Caretta caretta",4,2017,37.214253,-76.009715,28417,"HUMAN_OBSERVATION",""
"988",653892,"Cheloniidae","Caretta caretta",0,2012,37.2422,-76.143483,NA,"HUMAN_OBSERVATION","5"
"989",443137,"Cheloniidae","Caretta caretta",0,NA,37.2668,-75.577,1000,"HUMAN_OBSERVATION",""
"990",76831,"Cheloniidae","Caretta caretta",0,2013,37.278,-75.674,NA,"HUMAN_OBSERVATION","12"
"991",441930,"Cheloniidae","Caretta caretta",0,1999,37.3045,-74.8268,1000,"HUMAN_OBSERVATION",""
"992",76830,"Cheloniidae","Caretta caretta",0,2013,37.315,-75.555,NA,"HUMAN_OBSERVATION","12"
"993",441641,"Cheloniidae","Caretta caretta",0,2010,37.33898,-75.43387,1000,"HUMAN_OBSERVATION",""
"994",443136,"Cheloniidae","Caretta caretta",0,NA,37.4333,-75.469,1000,"HUMAN_OBSERVATION",""
"995",442149,"Cheloniidae","Caretta caretta",0,2012,37.48671,-74.82145,1000,"HUMAN_OBSERVATION",""
"996",442150,"Cheloniidae","Caretta caretta",0,2012,37.48698,-74.82423,1000,"HUMAN_OBSERVATION",""
"997",442151,"Cheloniidae","Caretta caretta",0,2012,37.48753,-74.83248,1000,"HUMAN_OBSERVATION",""
"998",442607,"Cheloniidae","Caretta caretta",0,NA,37.5165,-75.1667,1000,"HUMAN_OBSERVATION",""
"999",442154,"Cheloniidae","Caretta caretta",0,1998,37.5703,-74.0283,1000,"HUMAN_OBSERVATION",""
"1000",442605,"Cheloniidae","Caretta caretta",0,2009,37.61904,-75.22192,1000,"HUMAN_OBSERVATION",""
"1001",441927,"Cheloniidae","Caretta caretta",0,2009,37.63489,-75.17458,1000,"HUMAN_OBSERVATION",""
"1002",441639,"Cheloniidae","Caretta caretta",0,2009,37.65412,-75.11851,1000,"HUMAN_OBSERVATION",""
"1003",443427,"Cheloniidae","Caretta caretta",0,2009,37.65635,-75.11229,1000,"HUMAN_OBSERVATION",""
"1004",653893,"Cheloniidae","Caretta caretta",0,2013,37.660367,-76.155983,NA,"HUMAN_OBSERVATION","4"
"1005",442889,"Cheloniidae","Caretta caretta",0,2012,37.6721,-74.61435,1000,"HUMAN_OBSERVATION",""
"1006",441644,"Cheloniidae","Caretta caretta",0,2009,37.72091,-74.93497,1000,"HUMAN_OBSERVATION",""
"1007",442618,"Cheloniidae","Caretta caretta",0,2012,37.80249,-74.50035,1000,"HUMAN_OBSERVATION",""
"1008",442631,"Cheloniidae","Caretta caretta",0,2012,37.822,-74.52957,1000,"HUMAN_OBSERVATION",""
"1009",443430,"Cheloniidae","Caretta caretta",0,1999,37.8455,-74.8213,1000,"HUMAN_OBSERVATION",""
"1010",441931,"Cheloniidae","Caretta caretta",0,NA,37.85,-74.9104,1000,"HUMAN_OBSERVATION",""
"1011",444433,"Cheloniidae","Caretta caretta",54,2018,37.951391,-122.511857,28329,"HUMAN_OBSERVATION",""
"1012",83564,"Cheloniidae","Caretta caretta",0,2018,37.971032,-75.307107,28329,"HUMAN_OBSERVATION",""
"1013",326635,"Cheloniidae","Caretta caretta",0,2019,37.994792,-75.28619,28329,"HUMAN_OBSERVATION",""
"1014",443159,"Cheloniidae","Caretta caretta",0,2012,38.05823,-74.47736,1000,"HUMAN_OBSERVATION",""
"1015",443157,"Cheloniidae","Caretta caretta",0,2012,38.13516,-74.44391,1000,"HUMAN_OBSERVATION",""
"1016",442409,"Cheloniidae","Caretta caretta",0,2013,38.17106,-74.69518,1000,"HUMAN_OBSERVATION",""
"1017",442144,"Cheloniidae","Caretta caretta",0,2013,38.17747,-74.80525,1000,"HUMAN_OBSERVATION",""
"1018",442410,"Cheloniidae","Caretta caretta",0,2013,38.18171,-74.6855,1000,"HUMAN_OBSERVATION",""
"1019",443169,"Cheloniidae","Caretta caretta",0,2013,38.19728,-74.67397,1000,"HUMAN_OBSERVATION",""
"1020",442411,"Cheloniidae","Caretta caretta",0,2013,38.20601,-74.66443,1000,"HUMAN_OBSERVATION",""
"1021",442145,"Cheloniidae","Caretta caretta",0,2012,38.20994,-74.98656,1000,"HUMAN_OBSERVATION",""
"1022",443167,"Cheloniidae","Caretta caretta",0,2013,38.21367,-74.6593,1000,"HUMAN_OBSERVATION",""
"1023",443168,"Cheloniidae","Caretta caretta",0,2013,38.2169,-74.65627,1000,"HUMAN_OBSERVATION",""
"1024",443139,"Cheloniidae","Caretta caretta",0,2012,38.22227,-74.94376,1000,"HUMAN_OBSERVATION",""
"1025",443154,"Cheloniidae","Caretta caretta",0,2012,38.25417,-74.3768,1000,"HUMAN_OBSERVATION",""
"1026",442980,"Cheloniidae","Caretta caretta",0,2012,38.25989,-74.37342,1000,"HUMAN_OBSERVATION",""
"1027",442882,"Cheloniidae","Caretta caretta",0,2013,38.26261,-74.76451,1000,"HUMAN_OBSERVATION",""
"1028",442603,"Cheloniidae","Caretta caretta",0,2013,38.2791,-74.85581,1000,"HUMAN_OBSERVATION",""
"1029",27262,"Cheloniidae","Caretta caretta",8,2013,38.305429,-75.172001,10000,"HUMAN_OBSERVATION",""
"1030",443158,"Cheloniidae","Caretta caretta",0,2012,38.3233,-74.33662,1000,"HUMAN_OBSERVATION",""
"1031",443156,"Cheloniidae","Caretta caretta",0,2012,38.33396,-74.33056,1000,"HUMAN_OBSERVATION",""
"1032",442408,"Cheloniidae","Caretta caretta",0,2012,38.33595,-75.01771,1000,"HUMAN_OBSERVATION",""
"1033",76823,"Cheloniidae","Caretta caretta",0,2012,38.356499,-75.03492,NA,"HUMAN_OBSERVATION","10"
"1034",442867,"Cheloniidae","Caretta caretta",0,2013,38.35724,-74.77611,1000,"HUMAN_OBSERVATION",""
"1035",443134,"Cheloniidae","Caretta caretta",0,2012,38.37082,-74.30934,1000,"HUMAN_OBSERVATION",""
"1036",443135,"Cheloniidae","Caretta caretta",0,2012,38.39165,-74.29711,1000,"HUMAN_OBSERVATION",""
"1037",442609,"Cheloniidae","Caretta caretta",0,2012,38.39463,-74.20457,1000,"HUMAN_OBSERVATION",""
"1038",76816,"Cheloniidae","Caretta caretta",0,2010,38.40525,-74.944617,NA,"HUMAN_OBSERVATION","10"
"1039",442164,"Cheloniidae","Caretta caretta",0,2012,38.43761,-74.70863,1000,"HUMAN_OBSERVATION",""
"1040",443435,"Cheloniidae","Caretta caretta",0,2012,38.43887,-74.71466,1000,"HUMAN_OBSERVATION",""
"1041",83615,"Cheloniidae","Caretta caretta",27,2018,38.492864,-76.585524,28240,"HUMAN_OBSERVATION",""
"1042",443171,"Cheloniidae","Caretta caretta",0,NA,38.5177,-74.7322,1000,"HUMAN_OBSERVATION",""
"1043",443170,"Cheloniidae","Caretta caretta",0,NA,38.5178,-74.7049,1000,"HUMAN_OBSERVATION",""
"1044",443172,"Cheloniidae","Caretta caretta",0,2012,38.54592,-74.79776,1000,"HUMAN_OBSERVATION",""
"1045",443161,"Cheloniidae","Caretta caretta",0,2012,38.55497,-74.85099,1000,"HUMAN_OBSERVATION",""
"1046",443160,"Cheloniidae","Caretta caretta",0,2012,38.56138,-74.88595,1000,"HUMAN_OBSERVATION",""
"1047",443173,"Cheloniidae","Caretta caretta",0,2012,38.62115,-74.70053,1000,"HUMAN_OBSERVATION",""
"1048",442170,"Cheloniidae","Caretta caretta",0,2012,38.64364,-74.8296,1000,"HUMAN_OBSERVATION",""
"1049",442169,"Cheloniidae","Caretta caretta",0,2012,38.64469,-74.83525,1000,"HUMAN_OBSERVATION",""
"1050",442168,"Cheloniidae","Caretta caretta",0,2012,38.6615,-74.93066,1000,"HUMAN_OBSERVATION",""
"1051",442166,"Cheloniidae","Caretta caretta",0,2013,38.66334,-74.56611,1000,"HUMAN_OBSERVATION",""
"1052",442407,"Cheloniidae","Caretta caretta",0,2009,38.6726,-73.54588,1000,"HUMAN_OBSERVATION",""
"1053",382758,"Cheloniidae","Caretta caretta",11,2008,38.679129,-75.179333,28210,"HUMAN_OBSERVATION",""
"1054",442165,"Cheloniidae","Caretta caretta",0,2012,38.6852,-74.57315,1000,"HUMAN_OBSERVATION",""
"1055",441651,"Cheloniidae","Caretta caretta",0,2013,38.69168,-74.57656,1000,"HUMAN_OBSERVATION",""
"1056",443155,"Cheloniidae","Caretta caretta",0,2009,38.74487,-73.74293,1000,"HUMAN_OBSERVATION",""
"1057",441653,"Cheloniidae","Caretta caretta",0,2013,38.8187,-74.97707,1000,"HUMAN_OBSERVATION",""
"1058",443164,"Cheloniidae","Caretta caretta",0,2012,38.86337,-73.55558,1000,"HUMAN_OBSERVATION",""
"1059",443165,"Cheloniidae","Caretta caretta",0,1999,38.9,-74.1582,1000,"HUMAN_OBSERVATION",""
"1060",441952,"Cheloniidae","Caretta caretta",0,NA,38.932,-75.1866,1000,"HUMAN_OBSERVATION",""
"1061",384792,"Cheloniidae","Caretta caretta",6,2006,38.933243,-74.96521,250,"HUMAN_OBSERVATION","Cape May, NJ, USA"
"1062",71900,"Cheloniidae","Caretta caretta",0,2010,38.938421,-74.850334,28181,"HUMAN_OBSERVATION",""
"1063",31766,"Cheloniidae","Caretta caretta",1,2009,38.983794,-75.343319,28181,"HUMAN_OBSERVATION",""
"1064",442937,"Cheloniidae","Caretta caretta",0,NA,39.0175,-74.685,1000,"HUMAN_OBSERVATION",""
"1065",442604,"Cheloniidae","Caretta caretta",0,2009,39.08718,-73.77978,1000,"HUMAN_OBSERVATION",""
"1066",442884,"Cheloniidae","Caretta caretta",0,1999,39.1362,-73.5065,1000,"HUMAN_OBSERVATION",""
"1067",442624,"Cheloniidae","Caretta caretta",0,2009,39.15325,-73.58278,1000,"HUMAN_OBSERVATION",""
"1068",441980,"Cheloniidae","Caretta caretta",0,NA,39.184,-74.101,1000,"HUMAN_OBSERVATION",""
"1069",442662,"Cheloniidae","Caretta caretta",0,NA,39.1845,-74.0846,1000,"HUMAN_OBSERVATION",""
"1070",56812,"Cheloniidae","Caretta caretta",11,2017,39.19034,-75.546692,28151,"HUMAN_OBSERVATION",""
"1071",442179,"Cheloniidae","Caretta caretta",0,NA,39.267,-75.2991,1000,"HUMAN_OBSERVATION",""
"1072",443199,"Cheloniidae","Caretta caretta",0,2012,39.33482,-73.40697,1000,"HUMAN_OBSERVATION",""
"1073",443198,"Cheloniidae","Caretta caretta",0,2012,39.33792,-73.40444,1000,"HUMAN_OBSERVATION",""
"1074",442939,"Cheloniidae","Caretta caretta",0,NA,39.3498,-73.9293,1000,"HUMAN_OBSERVATION",""
"1075",443211,"Cheloniidae","Caretta caretta",0,NA,39.3505,-73.9269,1000,"HUMAN_OBSERVATION",""
"1076",442199,"Cheloniidae","Caretta caretta",0,2012,39.36223,-73.25049,1000,"HUMAN_OBSERVATION",""
"1077",443490,"Cheloniidae","Caretta caretta",0,NA,39.4328,-73.9102,1000,"HUMAN_OBSERVATION",""
"1078",87677,"Cheloniidae","Caretta caretta",0,2016,39.495565,-74.208351,28090,"HUMAN_OBSERVATION",""
"1079",680003,"Cheloniidae","Caretta caretta",0,2014,39.550132,-74.251067,28090,"HUMAN_OBSERVATION",""
"1080",443492,"Cheloniidae","Caretta caretta",0,NA,39.5993,-74.0678,1000,"HUMAN_OBSERVATION",""
